STRATUM,YEAR,SEASON,SVSPP,n_individ,tot_mass,n_station,n_tow,n_individ_PUE,tot_mass_PUE,SCINAME,COMNAME
01240,1984,spring,107,15,14,6,6,2.5,2.3333333333333335,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1984,spring,155,31,10.5,3,3,10.333333333333334,3.5,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1984,spring,159,2,0.1,1,1,2,0.1,ARTEDIELLUS SP,HOOKEAR SCULPIN UNCL
01240,1984,spring,163,3,0.8,1,1,3,0.8,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01240,1984,spring,181,2,0.1,1,1,2,0.1,AMMODYTES DUBIUS,NORTHERN SAND LANCE
01240,1984,spring,192,2,6,2,2,1,3,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01240,1984,spring,193,1,0.3,1,1,1,0.3,MACROZOARCES AMERICANUS,OCEAN POUT
01240,1984,spring,197,4,20.6,4,4,1,5.15,LOPHIUS AMERICANUS,GOOSEFISH
01240,1984,spring,301,1,1.3,1,1,1,1.3,HOMARUS AMERICANUS,AMERICAN LOBSTER
01240,1984,spring,305,NA,2.5,2,2,NA,1.25,CRUSTACEA SHRIMP,SHRIMP UNCL
01240,1984,spring,306,244,2.4000000000000004,2,2,122,1.2000000000000002,PANDALUS BOREALIS,NORTHERN SHRIMP
01240,1985,autumn,015,33,53.6,6,6,5.5,8.933333333333334,SQUALUS ACANTHIAS,SPINY DOGFISH
01240,1985,autumn,027,5,2.6,4,4,1.25,0.65,MALACORAJA SENTA,SMOOTH SKATE
01240,1985,autumn,028,18,57.6,5,5,3.6,11.52,AMBLYRAJA RADIATA,THORNY SKATE
01240,1985,autumn,072,471,91.6,6,6,78.5,15.266666666666666,MERLUCCIUS BILINEARIS,SILVER HAKE
01240,1985,autumn,073,11,17.2,4,4,2.75,4.3,GADUS MORHUA,ATLANTIC COD
01240,1985,autumn,074,7,15.4,4,4,1.75,3.85,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01240,1985,autumn,076,36,89.3,6,6,6,14.883333333333333,UROPHYCIS TENUIS,WHITE HAKE
01240,1985,autumn,077,72,27.9,4,4,18,6.975,UROPHYCIS CHUSS,RED HAKE
01240,1985,autumn,083,12,1.1,4,4,3,0.275,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01240,1985,autumn,084,3,8.6,2,2,1.5,4.3,BROSME BROSME,CUSK
01240,1985,autumn,102,72,20.5,6,6,12,3.4166666666666665,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01240,1985,autumn,105,1,0.7,1,1,1,0.7,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01240,1985,autumn,107,28,20.6,3,3,9.333333333333334,6.866666666666667,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1985,autumn,131,1,0.3,1,1,1,0.3,PEPRILUS TRIACANTHUS,BUTTERFISH
01240,1985,autumn,155,48,14.8,3,3,16,4.933333333333334,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1985,autumn,163,69,20.5,1,1,69,20.5,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01240,1985,autumn,164,2,0.1,2,2,1,0.05,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01240,1985,autumn,190,1,0,1,1,1,0,LYCENCHELYS VERRILLI,WOLF EELPOUT
01240,1985,autumn,192,1,0.5,1,1,1,0.5,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01240,1985,autumn,193,7,2,1,1,7,2,MACROZOARCES AMERICANUS,OCEAN POUT
01240,1985,autumn,194,1,0.1,1,1,1,0.1,LEPOPHIDIUM PROFUNDORUM,FAWN CUSK-EEL
01240,1985,autumn,197,2,7.9,2,2,1,3.95,LOPHIUS AMERICANUS,GOOSEFISH
01240,1985,autumn,205,2,0.1,1,1,2,0.1,SCOMBERESOX SAURUS,ATLANTIC SAURY
01240,1985,autumn,229,1,0,1,1,1,0,MAUROLICUS WEITZMANI,WEITZMANS PEARLSIDES
01240,1985,autumn,305,NA,12.6,5,5,NA,2.52,CRUSTACEA SHRIMP,SHRIMP UNCL
01240,1985,autumn,313,1,0.2,1,1,1,0.2,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01240,1985,autumn,502,18,3.6,3,3,6,1.2,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01240,1985,spring,015,2,2.7,2,2,1,1.35,SQUALUS ACANTHIAS,SPINY DOGFISH
01240,1985,spring,023,4,2.2,1,1,4,2.2,LEUCORAJA OCELLATA,WINTER SKATE
01240,1985,spring,026,7,4,1,1,7,4,LEUCORAJA ERINACEA,LITTLE SKATE
01240,1985,spring,027,13,5,4,4,3.25,1.25,MALACORAJA SENTA,SMOOTH SKATE
01240,1985,spring,028,18,32.7,4,4,4.5,8.175,AMBLYRAJA RADIATA,THORNY SKATE
01240,1985,spring,032,5,0.2,1,1,5,0.2,CLUPEA HARENGUS,ATLANTIC HERRING
01240,1985,spring,033,7,0.8,2,2,3.5,0.4,ALOSA PSEUDOHARENGUS,ALEWIFE
01240,1985,spring,035,2,1.7,1,1,2,1.7,ALOSA SAPIDISSIMA,AMERICAN SHAD
01240,1985,spring,072,160,15.100000000000001,5,5,32,3.0200000000000005,MERLUCCIUS BILINEARIS,SILVER HAKE
01240,1985,spring,073,4,25.5,4,4,1,6.375,GADUS MORHUA,ATLANTIC COD
01240,1985,spring,074,2,6.5,1,1,2,6.5,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01240,1985,spring,075,7,51.5,2,2,3.5,25.75,POLLACHIUS VIRENS,POLLOCK
01240,1985,spring,076,11,39.2,2,2,5.5,19.6,UROPHYCIS TENUIS,WHITE HAKE
01240,1985,spring,077,83,32.3,5,5,16.6,6.459999999999999,UROPHYCIS CHUSS,RED HAKE
01240,1985,spring,084,1,1.4,1,1,1,1.4,BROSME BROSME,CUSK
01240,1985,spring,102,25,9.7,5,5,5,1.94,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01240,1985,spring,107,15,12,4,4,3.75,3,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1985,spring,155,52,23.3,3,3,17.333333333333332,7.766666666666667,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1985,spring,163,1,0.4,1,1,1,0.4,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01240,1985,spring,164,1,0,1,1,1,0,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01240,1985,spring,192,3,6.6,2,2,1.5,3.3,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01240,1985,spring,193,4,1.2,1,1,4,1.2,MACROZOARCES AMERICANUS,OCEAN POUT
01240,1985,spring,197,4,28.9,3,3,1.3333333333333333,9.633333333333333,LOPHIUS AMERICANUS,GOOSEFISH
01240,1985,spring,301,1,1.3,1,1,1,1.3,HOMARUS AMERICANUS,AMERICAN LOBSTER
01240,1985,spring,305,NA,0.5,2,2,NA,0.25,CRUSTACEA SHRIMP,SHRIMP UNCL
01240,1985,spring,510,1,0.1,1,1,1,0.1,OCTOPODA,OCTOPUS UNCL
01240,1986,autumn,001,1,0.1,1,1,1,0.1,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01240,1986,autumn,015,94,117.5,6,6,15.666666666666666,19.583333333333332,SQUALUS ACANTHIAS,SPINY DOGFISH
01240,1986,autumn,023,1,7.5,1,1,1,7.5,LEUCORAJA OCELLATA,WINTER SKATE
01240,1986,autumn,027,18,8.9,4,4,4.5,2.225,MALACORAJA SENTA,SMOOTH SKATE
01240,1986,autumn,028,25,34.5,6,6,4.166666666666667,5.75,AMBLYRAJA RADIATA,THORNY SKATE
01240,1986,autumn,032,19,3.7,4,4,4.75,0.925,CLUPEA HARENGUS,ATLANTIC HERRING
01240,1986,autumn,033,10,1.5,1,1,10,1.5,ALOSA PSEUDOHARENGUS,ALEWIFE
01240,1986,autumn,072,660,99.8,6,6,110,16.633333333333333,MERLUCCIUS BILINEARIS,SILVER HAKE
01240,1986,autumn,073,18,80.7,5,5,3.6,16.14,GADUS MORHUA,ATLANTIC COD
01240,1986,autumn,074,8,18.2,2,2,4,9.1,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01240,1986,autumn,076,67,39.9,6,6,11.166666666666666,6.6499999999999995,UROPHYCIS TENUIS,WHITE HAKE
01240,1986,autumn,077,88,29.400000000000002,6,6,14.666666666666666,4.9,UROPHYCIS CHUSS,RED HAKE
01240,1986,autumn,083,4,0.30000000000000004,4,4,1,0.07500000000000001,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01240,1986,autumn,084,1,3,1,1,1,3,BROSME BROSME,CUSK
01240,1986,autumn,102,35,11.5,5,5,7,2.3,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01240,1986,autumn,107,13,13.299999999999999,6,6,2.1666666666666665,2.2166666666666663,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1986,autumn,135,1,0.3,1,1,1,0.3,POMATOMUS SALTATRIX,BLUEFISH
01240,1986,autumn,155,101,37.8,5,5,20.2,7.56,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1986,autumn,159,3,0,1,1,3,0,ARTEDIELLUS SP,HOOKEAR SCULPIN UNCL
01240,1986,autumn,161,7,0,3,3,2.3333333333333335,0,TRIGLOPS MURRAYI,MOUSTACHE SCULPIN
01240,1986,autumn,163,5,1.4,3,3,1.6666666666666667,0.4666666666666666,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01240,1986,autumn,164,4,0.5,4,4,1,0.125,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01240,1986,autumn,165,16,0,4,4,4,0,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01240,1986,autumn,171,2,0,1,1,2,0,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN
01240,1986,autumn,192,2,8.5,2,2,1,4.25,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01240,1986,autumn,193,2,0.6,2,2,1,0.3,MACROZOARCES AMERICANUS,OCEAN POUT
01240,1986,autumn,197,3,25.3,3,3,1,8.433333333333334,LOPHIUS AMERICANUS,GOOSEFISH
01240,1986,autumn,305,NA,14.3,6,6,NA,2.3833333333333333,CRUSTACEA SHRIMP,SHRIMP UNCL
01240,1986,autumn,306,140,1.7,2,2,70,0.85,PANDALUS BOREALIS,NORTHERN SHRIMP
01240,1986,autumn,312,1,0.4,1,1,1,0.4,CANCER BOREALIS,JONAH CRAB
01240,1986,autumn,313,1,0.2,1,1,1,0.2,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01240,1986,autumn,324,2,0.30000000000000004,2,2,1,0.15000000000000002,LITHODES MAJA,NORTHERN STONE CRAB
01240,1986,autumn,502,1,0.3,1,1,1,0.3,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01240,1986,autumn,510,5,0,2,2,2.5,0,OCTOPODA,OCTOPUS UNCL
01240,1986,spring,023,8,7.699999999999999,2,2,4,3.8499999999999996,LEUCORAJA OCELLATA,WINTER SKATE
01240,1986,spring,027,7,4.7,2,2,3.5,2.35,MALACORAJA SENTA,SMOOTH SKATE
01240,1986,spring,028,28,60.7,6,6,4.666666666666667,10.116666666666667,AMBLYRAJA RADIATA,THORNY SKATE
01240,1986,spring,032,20,3.5,1,1,20,3.5,CLUPEA HARENGUS,ATLANTIC HERRING
01240,1986,spring,033,35,4.4,2,2,17.5,2.2,ALOSA PSEUDOHARENGUS,ALEWIFE
01240,1986,spring,034,1,0,1,1,1,0,ALOSA AESTIVALIS,BLUEBACK HERRING
01240,1986,spring,072,221,16.599999999999998,6,6,36.833333333333336,2.766666666666666,MERLUCCIUS BILINEARIS,SILVER HAKE
01240,1986,spring,073,17,47.9,4,4,4.25,11.975,GADUS MORHUA,ATLANTIC COD
01240,1986,spring,074,2,2,2,2,1,1,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01240,1986,spring,075,62,280.9,5,5,12.4,56.17999999999999,POLLACHIUS VIRENS,POLLOCK
01240,1986,spring,076,47,28.5,5,5,9.4,5.7,UROPHYCIS TENUIS,WHITE HAKE
01240,1986,spring,077,152,60.7,6,6,25.333333333333332,10.116666666666667,UROPHYCIS CHUSS,RED HAKE
01240,1986,spring,079,1,0.2,1,1,1,0.2,UROPHYCIS CHESTERI,LONGFIN HAKE
01240,1986,spring,083,1,0.1,1,1,1,0.1,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01240,1986,spring,084,4,16.6,2,2,2,8.3,BROSME BROSME,CUSK
01240,1986,spring,102,43,10.4,5,5,8.6,2.08,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01240,1986,spring,104,3,0.4,2,2,1.5,0.2,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01240,1986,spring,107,7,8.5,3,3,2.3333333333333335,2.8333333333333335,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1986,spring,155,15,5.6,2,2,7.5,2.8,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1986,spring,163,2,0.3,1,1,2,0.3,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01240,1986,spring,164,2,0.2,1,1,2,0.2,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01240,1986,spring,165,2,0,2,2,1,0,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01240,1986,spring,192,1,1.2,1,1,1,1.2,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01240,1986,spring,193,11,10.5,3,3,3.6666666666666665,3.5,MACROZOARCES AMERICANUS,OCEAN POUT
01240,1986,spring,197,3,14.7,3,3,1,4.8999999999999995,LOPHIUS AMERICANUS,GOOSEFISH
01240,1986,spring,301,4,11.9,3,3,1.3333333333333333,3.966666666666667,HOMARUS AMERICANUS,AMERICAN LOBSTER
01240,1986,spring,305,NA,0.30000000000000004,3,3,NA,0.10000000000000002,CRUSTACEA SHRIMP,SHRIMP UNCL
01240,1987,autumn,015,4,4.2,2,2,2,2.1,SQUALUS ACANTHIAS,SPINY DOGFISH
01240,1987,autumn,027,2,1.5,1,1,2,1.5,MALACORAJA SENTA,SMOOTH SKATE
01240,1987,autumn,028,7,4.7,4,4,1.75,1.175,AMBLYRAJA RADIATA,THORNY SKATE
01240,1987,autumn,032,388,65.8,5,5,77.6,13.16,CLUPEA HARENGUS,ATLANTIC HERRING
01240,1987,autumn,072,677,104.3,6,6,112.83333333333333,17.383333333333333,MERLUCCIUS BILINEARIS,SILVER HAKE
01240,1987,autumn,073,8,20.1,4,4,2,5.025,GADUS MORHUA,ATLANTIC COD
01240,1987,autumn,074,9,6.4,1,1,9,6.4,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01240,1987,autumn,076,42,50.3,6,6,7,8.383333333333333,UROPHYCIS TENUIS,WHITE HAKE
01240,1987,autumn,077,52,15,6,6,8.666666666666666,2.5,UROPHYCIS CHUSS,RED HAKE
01240,1987,autumn,084,1,1.8,1,1,1,1.8,BROSME BROSME,CUSK
01240,1987,autumn,101,1,1.6,1,1,1,1.6,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01240,1987,autumn,102,75,18.3,6,6,12.5,3.0500000000000003,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01240,1987,autumn,107,3,4.3,3,3,1,1.4333333333333333,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1987,autumn,131,1,0.2,1,1,1,0.2,PEPRILUS TRIACANTHUS,BUTTERFISH
01240,1987,autumn,155,14,3.5,4,4,3.5,0.875,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1987,autumn,164,1,0.7,1,1,1,0.7,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01240,1987,autumn,180,36,0.1,1,1,36,0.1,PHOLIS GUNNELLUS,ROCK GUNNEL
01240,1987,autumn,197,4,26,3,3,1.3333333333333333,8.666666666666666,LOPHIUS AMERICANUS,GOOSEFISH
01240,1987,autumn,205,1,0.2,1,1,1,0.2,SCOMBERESOX SAURUS,ATLANTIC SAURY
01240,1987,autumn,305,NA,1,2,2,NA,0.5,CRUSTACEA SHRIMP,SHRIMP UNCL
01240,1987,autumn,306,7,0.30000000000000004,2,2,3.5,0.15000000000000002,PANDALUS BOREALIS,NORTHERN SHRIMP
01240,1987,autumn,502,11,2.5,4,4,2.75,0.625,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01240,1987,spring,015,1,1.5,1,1,1,1.5,SQUALUS ACANTHIAS,SPINY DOGFISH
01240,1987,spring,027,1,1,1,1,1,1,MALACORAJA SENTA,SMOOTH SKATE
01240,1987,spring,028,1,2,1,1,1,2,AMBLYRAJA RADIATA,THORNY SKATE
01240,1987,spring,032,1,0.1,1,1,1,0.1,CLUPEA HARENGUS,ATLANTIC HERRING
01240,1987,spring,033,36,4.8,6,6,6,0.7999999999999999,ALOSA PSEUDOHARENGUS,ALEWIFE
01240,1987,spring,034,1,0.1,1,1,1,0.1,ALOSA AESTIVALIS,BLUEBACK HERRING
01240,1987,spring,035,1,0.3,1,1,1,0.3,ALOSA SAPIDISSIMA,AMERICAN SHAD
01240,1987,spring,072,1001,77.7,6,6,166.83333333333334,12.950000000000001,MERLUCCIUS BILINEARIS,SILVER HAKE
01240,1987,spring,073,6,28.8,3,3,2,9.6,GADUS MORHUA,ATLANTIC COD
01240,1987,spring,075,8,59,2,2,4,29.5,POLLACHIUS VIRENS,POLLOCK
01240,1987,spring,076,36,28.9,5,5,7.2,5.779999999999999,UROPHYCIS TENUIS,WHITE HAKE
01240,1987,spring,077,261,77.4,6,6,43.5,12.9,UROPHYCIS CHUSS,RED HAKE
01240,1987,spring,083,3,0.3,1,1,3,0.3,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01240,1987,spring,102,76,12.5,5,5,15.2,2.5,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01240,1987,spring,104,3,0.5,1,1,3,0.5,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01240,1987,spring,107,7,5.2,4,4,1.75,1.3,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1987,spring,155,45,14.5,2,2,22.5,7.25,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1987,spring,163,1,0.1,1,1,1,0.1,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01240,1987,spring,164,2,0.6,2,2,1,0.3,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01240,1987,spring,182,1,0,1,1,1,0,LUMPENUS LUMPRETAEFORMIS,SNAKEBLENNY
01240,1987,spring,197,1,4,1,1,1,4,LOPHIUS AMERICANUS,GOOSEFISH
01240,1987,spring,301,1,1.6,1,1,1,1.6,HOMARUS AMERICANUS,AMERICAN LOBSTER
01240,1987,spring,305,NA,3.9,3,3,NA,1.3,CRUSTACEA SHRIMP,SHRIMP UNCL
01240,1988,autumn,001,1,0.1,1,1,1,0.1,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01240,1988,autumn,015,38,72.9,6,6,6.333333333333333,12.15,SQUALUS ACANTHIAS,SPINY DOGFISH
01240,1988,autumn,027,7,4.2,2,2,3.5,2.1,MALACORAJA SENTA,SMOOTH SKATE
01240,1988,autumn,028,19,24.8,5,5,3.8,4.96,AMBLYRAJA RADIATA,THORNY SKATE
01240,1988,autumn,032,393,75.6,4,4,98.25,18.9,CLUPEA HARENGUS,ATLANTIC HERRING
01240,1988,autumn,072,433,82.1,6,6,72.16666666666667,13.683333333333332,MERLUCCIUS BILINEARIS,SILVER HAKE
01240,1988,autumn,073,3,12.299999999999999,3,3,1,4.1,GADUS MORHUA,ATLANTIC COD
01240,1988,autumn,075,1,0.3,1,1,1,0.3,POLLACHIUS VIRENS,POLLOCK
01240,1988,autumn,076,37,39.4,6,6,6.166666666666667,6.566666666666666,UROPHYCIS TENUIS,WHITE HAKE
01240,1988,autumn,077,44,12.9,6,6,7.333333333333333,2.15,UROPHYCIS CHUSS,RED HAKE
01240,1988,autumn,083,10,0.9,1,1,10,0.9,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01240,1988,autumn,087,5,0,3,3,1.6666666666666667,0,UROPHYCIS SP,LING UNCL
01240,1988,autumn,102,119,21.6,6,6,19.833333333333332,3.6,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01240,1988,autumn,107,5,4.1,2,2,2.5,2.05,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1988,autumn,155,4,0.7,3,3,1.3333333333333333,0.2333333333333333,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1988,autumn,161,4,0.1,1,1,4,0.1,TRIGLOPS MURRAYI,MOUSTACHE SCULPIN
01240,1988,autumn,163,1,0.2,1,1,1,0.2,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01240,1988,autumn,164,5,0.8,2,2,2.5,0.4,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01240,1988,autumn,165,5,0,2,2,2.5,0,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01240,1988,autumn,193,1,0.1,1,1,1,0.1,MACROZOARCES AMERICANUS,OCEAN POUT
01240,1988,autumn,197,2,22,2,2,1,11,LOPHIUS AMERICANUS,GOOSEFISH
01240,1988,autumn,205,1,0.1,1,1,1,0.1,SCOMBERESOX SAURUS,ATLANTIC SAURY
01240,1988,autumn,305,NA,2.7,2,2,NA,1.35,CRUSTACEA SHRIMP,SHRIMP UNCL
01240,1988,autumn,306,6,0.1,1,1,6,0.1,PANDALUS BOREALIS,NORTHERN SHRIMP
01240,1988,autumn,401,3,0.1,1,1,3,0.1,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01240,1988,autumn,502,74,20.9,3,3,24.666666666666668,6.966666666666666,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01240,1988,spring,001,7,0.3,2,2,3.5,0.15,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01240,1988,spring,015,58,226.2,4,4,14.5,56.55,SQUALUS ACANTHIAS,SPINY DOGFISH
01240,1988,spring,023,9,56,2,2,4.5,28,LEUCORAJA OCELLATA,WINTER SKATE
01240,1988,spring,027,3,1.2,1,1,3,1.2,MALACORAJA SENTA,SMOOTH SKATE
01240,1988,spring,028,24,15.9,5,5,4.8,3.18,AMBLYRAJA RADIATA,THORNY SKATE
01240,1988,spring,032,1,0,1,1,1,0,CLUPEA HARENGUS,ATLANTIC HERRING
01240,1988,spring,033,23,3,5,5,4.6,0.6,ALOSA PSEUDOHARENGUS,ALEWIFE
01240,1988,spring,034,2,0.3,1,1,2,0.3,ALOSA AESTIVALIS,BLUEBACK HERRING
01240,1988,spring,072,26,4.4,6,6,4.333333333333333,0.7333333333333334,MERLUCCIUS BILINEARIS,SILVER HAKE
01240,1988,spring,075,2,12,1,1,2,12,POLLACHIUS VIRENS,POLLOCK
01240,1988,spring,076,9,9.6,3,3,3,3.1999999999999997,UROPHYCIS TENUIS,WHITE HAKE
01240,1988,spring,077,79,24.5,6,6,13.166666666666666,4.083333333333333,UROPHYCIS CHUSS,RED HAKE
01240,1988,spring,083,6,0.2,3,3,2,0.06666666666666667,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01240,1988,spring,102,24,8.5,5,5,4.8,1.7,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01240,1988,spring,106,2,0.7,1,1,2,0.7,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01240,1988,spring,107,13,11.1,2,2,6.5,5.55,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1988,spring,155,1,1.5,1,1,1,1.5,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1988,spring,156,3,0,1,1,3,0,HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH
01240,1988,spring,163,5,0.4,2,2,2.5,0.2,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01240,1988,spring,164,1,0.3,1,1,1,0.3,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01240,1988,spring,165,1,0,1,1,1,0,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01240,1988,spring,166,1,0,1,1,1,0,MYOXOCEPHALUS AENAEUS,GRUBBY
01240,1988,spring,181,6,0.2,2,2,3,0.1,AMMODYTES DUBIUS,NORTHERN SAND LANCE
01240,1988,spring,192,1,0,1,1,1,0,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01240,1988,spring,193,2,0.6,1,1,2,0.6,MACROZOARCES AMERICANUS,OCEAN POUT
01240,1988,spring,197,9,32.4,5,5,1.8,6.4799999999999995,LOPHIUS AMERICANUS,GOOSEFISH
01240,1988,spring,229,1,0,1,1,1,0,MAUROLICUS WEITZMANI,WEITZMANS PEARLSIDES
01240,1988,spring,301,5,7.8,3,3,1.6666666666666667,2.6,HOMARUS AMERICANUS,AMERICAN LOBSTER
01240,1988,spring,305,NA,7.2,5,5,NA,1.44,CRUSTACEA SHRIMP,SHRIMP UNCL
01240,1988,spring,306,398,3.9,4,4,99.5,0.975,PANDALUS BOREALIS,NORTHERN SHRIMP
01240,1988,spring,317,2,0,1,1,2,0,MAJIDAE,SPIDER CRAB UNCL
01240,1989,autumn,001,9,0.5,3,3,3,0.16666666666666666,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01240,1989,autumn,015,1,0.7,1,1,1,0.7,SQUALUS ACANTHIAS,SPINY DOGFISH
01240,1989,autumn,023,1,6.5,1,1,1,6.5,LEUCORAJA OCELLATA,WINTER SKATE
01240,1989,autumn,027,5,3.5,3,3,1.6666666666666667,1.1666666666666667,MALACORAJA SENTA,SMOOTH SKATE
01240,1989,autumn,028,9,6.4,4,4,2.25,1.6,AMBLYRAJA RADIATA,THORNY SKATE
01240,1989,autumn,032,180,36.9,5,5,36,7.38,CLUPEA HARENGUS,ATLANTIC HERRING
01240,1989,autumn,072,500,71.9,6,6,83.33333333333333,11.983333333333334,MERLUCCIUS BILINEARIS,SILVER HAKE
01240,1989,autumn,073,5,20,4,4,1.25,5,GADUS MORHUA,ATLANTIC COD
01240,1989,autumn,074,13,26,5,5,2.6,5.2,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01240,1989,autumn,076,110,60.2,6,6,18.333333333333332,10.033333333333333,UROPHYCIS TENUIS,WHITE HAKE
01240,1989,autumn,077,89,28.9,6,6,14.833333333333334,4.816666666666666,UROPHYCIS CHUSS,RED HAKE
01240,1989,autumn,083,11,0.9,3,3,3.6666666666666665,0.3,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01240,1989,autumn,084,2,7.3,1,1,2,7.3,BROSME BROSME,CUSK
01240,1989,autumn,102,106,17.6,5,5,21.2,3.5200000000000005,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01240,1989,autumn,107,9,5.1,4,4,2.25,1.275,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01240,1989,autumn,131,4,0.4,1,1,4,0.4,PEPRILUS TRIACANTHUS,BUTTERFISH
01240,1989,autumn,155,55,21.2,4,4,13.75,5.3,SEBASTES FASCIATUS,ACADIAN REDFISH
01240,1989,autumn,156,6,0.8,1,1,6,0.8,HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH
